meanX,sdX,rangeX,meanY,sdY,rangeY,meanZ,sdZ,rangeZ,wristArmed,label,studentId
0.9731,0.0296,0.0845,-0.1771,0.0173,0.0514,-0.1615,0.0163,0.0727,1,still,11611553
0.9850,0.0267,0.0845,-0.1875,0.0103,0.0404,-0.1538,0.0112,0.0392,1,still,11611553
0.9985,0.0099,0.0331,-0.1900,0.0049,0.0166,-0.1400,0.0217,0.1000,1,still,11611553
1.0640,0.1246,0.4064,-0.1845,0.0124,0.0470,-0.0199,0.2260,0.7052,1,right,11611553
1.0354,0.1611,0.6497,-0.2101,0.0545,0.1901,-0.0240,0.2784,1.0999,1,right,11611553
0.9591,0.2271,0.7996,-0.2276,0.0625,0.1901,-0.1347,0.3780,1.1975,1,right,11611553
0.9778,0.2339,0.7996,-0.2000,0.0924,0.2828,-0.1527,0.3791,1.1975,1,right,11611553
0.9235,0.1747,0.5422,-0.1836,0.1023,0.2828,-0.2392,0.2701,0.9869,1,right,11611553
0.9425,0.1604,0.5212,-0.1469,0.0774,0.2653,-0.1930,0.2460,0.6914,1,right,11611553
1.0308,0.0520,0.1573,-0.1128,0.0299,0.0894,-0.0566,0.0830,0.3104,1,right,11611553
1.0172,0.0398,0.1372,-0.1241,0.0184,0.0755,-0.0331,0.0423,0.1260,1,still,11611553
1.0010,0.0371,0.1141,-0.1318,0.0092,0.0280,-0.0482,0.0429,0.1260,1,still,11611553
1.0096,0.0339,0.1096,-0.1288,0.0057,0.0179,-0.0713,0.0222,0.0852,1,still,11611553
1.0031,0.0266,0.0848,-0.1294,0.0054,0.0171,-0.0739,0.0157,0.0517,1,still,11611553
0.9985,0.0225,0.0776,-0.1338,0.0051,0.0173,-0.0645,0.0146,0.0465,1,still,11611553
1.0086,0.0159,0.0712,-0.1338,0.0042,0.0153,-0.0606,0.0118,0.0420,1,still,11611553
1.0084,0.0107,0.0429,-0.1347,0.0041,0.0153,-0.0578,0.0078,0.0273,1,still,11611553
1.0051,0.0056,0.0214,-0.1366,0.0032,0.0105,-0.0577,0.0079,0.0275,1,still,11611553
1.0064,0.0046,0.0179,-0.1372,0.0039,0.0122,-0.0610,0.0074,0.0275,1,still,11611553
1.0059,0.0035,0.0127,-0.1386,0.0028,0.0114,-0.0602,0.0070,0.0275,1,still,11611553
1.0047,0.0056,0.0207,-0.1398,0.0019,0.0062,-0.0575,0.0061,0.0204,1,still,11611553
1.0030,0.0056,0.0207,-0.1410,0.0024,0.0084,-0.0619,0.0081,0.0332,1,still,11611553
1.0041,0.0065,0.0236,-0.1388,0.0037,0.0121,-0.0612,0.0081,0.0332,1,still,11611553
1.0037,0.0081,0.0351,-0.1397,0.0053,0.0231,-0.0703,0.0186,0.0789,1,still,11611553
1.0372,0.0590,0.1937,-0.1657,0.0509,0.1703,-0.1489,0.1487,0.5419,1,right,11611553
0.9250,0.2743,1.1365,-0.1763,0.0575,0.1772,-0.2911,0.2460,0.6251,0,still,11611553
0.6179,0.5535,1.4596,-0.1519,0.0884,0.3365,-0.5017,0.3128,0.8867,0,still,11611553
0.2720,0.6293,1.5993,-0.1237,0.1046,0.3365,-0.7344,0.2671,0.8896,0,still,11611553
-0.0935,0.4102,1.3736,-0.0720,0.0773,0.3157,-0.8862,0.1554,0.4768,0,still,11611553
-0.3126,0.0632,0.2282,-0.0304,0.0301,0.1343,-0.9624,0.0585,0.2688,0,still,11611553
-0.3409,0.0275,0.1123,-0.0271,0.0161,0.0728,-0.9762,0.0396,0.1343,0,still,11611553
-0.3209,0.0223,0.0789,-0.0244,0.0102,0.0379,-0.9636,0.0209,0.0767,0,still,11611553
-0.3025,0.0331,0.1055,-0.0197,0.0061,0.0228,-0.9679,0.0204,0.0629,0,still,11611553
-0.2925,0.0295,0.0872,-0.0209,0.0058,0.0219,-0.9785,0.0150,0.0629,0,still,11611553
-0.2799,0.0208,0.0814,-0.0214,0.0050,0.0205,-0.9838,0.0109,0.0401,0,still,11611553
-0.2769,0.0173,0.0562,-0.0239,0.0049,0.0195,-0.9883,0.0109,0.0419,0,still,11611553
-0.2791,0.0151,0.0474,-0.0272,0.0046,0.0154,-0.9865,0.0101,0.0419,0,still,11611553
-0.2765,0.0151,0.0482,-0.0283,0.0039,0.0141,-0.9887,0.0104,0.0419,0,still,11611553
-0.2730,0.0138,0.0499,-0.0289,0.0033,0.0107,-0.9903,0.0069,0.0264,0,still,11611553
-0.2685,0.0115,0.0400,-0.0292,0.0037,0.0120,-0.9890,0.0058,0.0182,0,still,11611553
-0.2676,0.0111,0.0400,-0.0283,0.0033,0.0120,-0.9922,0.0070,0.0242,0,still,11611553
-0.2633,0.0094,0.0327,-0.0281,0.0030,0.0120,-0.9898,0.0081,0.0271,0,still,11611553
-0.2633,0.0075,0.0263,-0.0292,0.0043,0.0152,-0.9930,0.0086,0.0271,0,still,11611553
-0.2636,0.0060,0.0232,-0.0304,0.0047,0.0141,-0.9916,0.0097,0.0306,0,still,11611553
-0.2615,0.0082,0.0334,-0.0297,0.0053,0.0177,-0.9908,0.0088,0.0305,0,still,11611553
-0.2616,0.0091,0.0334,-0.0296,0.0055,0.0177,-0.9937,0.0076,0.0305,0,still,11611553
-0.2582,0.0093,0.0334,-0.0288,0.0043,0.0172,-0.9922,0.0067,0.0278,0,still,11611553
-0.2555,0.0093,0.0300,-0.0278,0.0028,0.0102,-0.9961,0.0033,0.0119,0,still,11611553
-0.2572,0.0095,0.0307,-0.0290,0.0021,0.0092,-0.9952,0.0037,0.0122,0,still,11611553
-0.2569,0.0086,0.0307,-0.0285,0.0028,0.0118,-0.9950,0.0047,0.0183,0,still,11611553
-0.2591,0.0090,0.0323,-0.0285,0.0029,0.0118,-0.9961,0.0059,0.0202,0,still,11611553
-0.2578,0.0078,0.0238,-0.0272,0.0032,0.0118,-0.9932,0.0068,0.0256,0,still,11611553
-0.2583,0.0086,0.0278,-0.0236,0.0050,0.0187,-0.9937,0.0072,0.0256,0,still,11611553
-0.2581,0.0088,0.0285,-0.0223,0.0050,0.0187,-0.9936,0.0064,0.0256,0,still,11611553
-0.2557,0.0075,0.0285,-0.0205,0.0034,0.0133,-0.9937,0.0059,0.0239,0,still,11611553
-0.3013,0.1004,0.3672,-0.0215,0.0069,0.0275,-0.9869,0.0183,0.0714,0,still,11611553
-0.4329,0.2407,0.7586,-0.0561,0.0860,0.3494,-0.9768,0.0252,0.0814,0,still,11611553
-0.4518,0.3136,1.2833,-0.1276,0.1452,0.4269,-0.9545,0.0421,0.1441,0,still,11611553
-0.2570,0.5390,1.5940,-0.1005,0.1754,0.6421,-0.9488,0.0402,0.1578,1,still,11611553
-0.0620,0.5825,1.5940,-0.0665,0.2009,0.6567,-0.9950,0.1146,0.4174,0,still,11611553
0.1054,0.4186,1.5056,-0.0154,0.1876,0.6567,-1.0241,0.1191,0.4174,0,still,11611553
0.1383,0.3223,0.8228,0.0627,0.0679,0.2514,-1.0540,0.0968,0.3501,0,still,11611553
-0.0345,0.2420,0.8027,0.0422,0.0564,0.2182,-1.0679,0.0872,0.3286,0,still,11611553
-0.1409,0.0618,0.2222,0.0199,0.0227,0.0765,-1.0463,0.0388,0.1808,0,still,11611553
-0.1018,0.0937,0.3133,0.0200,0.0218,0.0800,-1.0539,0.0315,0.1031,0,still,11611553
-0.0206,0.1126,0.3177,0.0360,0.0300,0.0927,-1.0816,0.0415,0.1460,0,still,11611553
0.0323,0.0814,0.2578,0.0268,0.0422,0.1415,-1.0909,0.0343,0.1085,0,still,11611553
0.0173,0.1209,0.4670,0.0024,0.0633,0.1824,-1.0793,0.0513,0.1915,0,still,11611553
-0.1261,0.2681,0.7430,-0.0308,0.0642,0.1893,-1.0165,0.1105,0.3439,0,still,11611553
-0.2900,0.2647,0.7296,-0.0522,0.0327,0.0983,-0.9346,0.1127,0.3162,0,still,11611553
-0.4585,0.2024,0.6713,-0.0643,0.0338,0.1131,-0.8779,0.0842,0.2557,0,still,11611553
-0.5760,0.0711,0.2522,-0.0921,0.0678,0.2251,-0.8600,0.0579,0.2098,0,still,11611553
-0.3842,0.3905,1.2914,-0.0744,0.1005,0.3958,-0.9235,0.1174,0.3267,1,still,11611553
-0.1099,0.5473,1.3332,-0.0192,0.1611,0.4582,-0.9729,0.1005,0.3246,1,still,11611553
0.0905,0.4646,1.3332,0.0275,0.1632,0.4582,-1.0255,0.0679,0.2343,0,still,11611553
0.3307,0.2519,0.8935,0.1276,0.1148,0.4583,-1.0590,0.0434,0.1633,1,still,11611553
0.2575,0.3332,1.1534,0.0916,0.1630,0.5434,-1.0406,0.0516,0.2048,0,still,11611553
0.0425,0.3421,1.1534,0.0233,0.1659,0.5434,-1.0537,0.0486,0.2048,0,still,11611553
-0.0102,0.3296,1.1534,0.0107,0.1610,0.5434,-1.0420,0.0518,0.2048,0,still,11611553
-0.0943,0.2381,1.0490,-0.0292,0.1199,0.3556,-1.0195,0.0529,0.2048,0,still,11611553
-0.0845,0.1392,0.5521,0.0287,0.0851,0.3736,-0.9889,0.0600,0.2518,0,still,11611553
0.2385,0.4565,1.3551,0.0534,0.0421,0.1885,-0.8275,0.2547,0.7805,1,still,11611553
0.4962,0.5168,1.3551,0.0505,0.0437,0.1885,-0.5691,0.4170,1.0941,1,still,11611553
0.7521,0.4661,1.3551,0.0376,0.0488,0.1885,-0.3392,0.3772,1.0392,1,still,11611553
1.0186,0.1216,0.6324,0.0102,0.0365,0.1285,-0.1226,0.1938,0.7739,1,still,11611553
1.0206,0.0464,0.2044,-0.0079,0.0367,0.1285,-0.0400,0.0653,0.2141,1,still,11611553
1.0264,0.0245,0.0868,-0.0277,0.0171,0.0619,-0.0753,0.0462,0.1679,1,still,11611553
1.0162,0.0257,0.1014,-0.0388,0.0084,0.0345,-0.0920,0.0456,0.1782,1,still,11611553
1.0083,0.0117,0.0452,-0.0399,0.0060,0.0200,-0.1133,0.0235,0.0798,1,still,11611553
1.0106,0.0121,0.0452,-0.0393,0.0059,0.0200,-0.1222,0.0093,0.0340,1,still,11611553
1.0033,0.0192,0.0757,-0.0405,0.0048,0.0184,-0.1306,0.0237,0.1113,1,still,11611553
0.9965,0.0463,0.2271,-0.0343,0.0284,0.1511,-0.2979,0.3512,1.2180,1,right,11611553
0.9575,0.1138,0.4271,-0.0993,0.1218,0.4021,-0.3460,0.4586,1.8258,1,right,11611553
0.9661,0.1205,0.4309,-0.0793,0.1400,0.4773,-0.1874,0.6065,2.0315,1,right,11611553
1.0112,0.1531,0.5753,-0.0784,0.1405,0.4773,-0.1706,0.6096,2.0315,1,right,11611553
1.0282,0.1485,0.5753,-0.0865,0.1356,0.4773,-0.0414,0.4695,1.9104,1,right,11611553
1.0540,0.0879,0.2966,-0.0143,0.0512,0.1852,-0.0235,0.3390,1.0149,1,right,11611553
1.0391,0.0905,0.2966,-0.0289,0.0228,0.0770,-0.2016,0.0897,0.3097,1,right,11611553
0.9970,0.0409,0.1479,-0.0231,0.0216,0.0776,-0.2294,0.0411,0.1381,1,still,11611553
0.9862,0.0205,0.0712,-0.0133,0.0057,0.0166,-0.2085,0.0252,0.0889,1,still,11611553
0.9998,0.0151,0.0632,-0.0152,0.0051,0.0193,-0.1916,0.0141,0.0466,1,still,11611553
1.0028,0.0142,0.0543,-0.0130,0.0099,0.0423,-0.2012,0.0234,0.0873,1,still,11611553
0.9901,0.0268,0.0954,-0.0105,0.0122,0.0423,-0.1962,0.0290,0.1106,1,still,11611553
1.0031,0.0397,0.1431,-0.0145,0.0152,0.0502,-0.1921,0.0315,0.1106,1,still,11611553
1.0052,0.0448,0.1431,-0.0155,0.0154,0.0502,-0.1967,0.0302,0.1106,1,still,11611553
0.9953,0.0486,0.1431,-0.0196,0.0131,0.0503,-0.1865,0.0210,0.0676,1,still,11611553
1.0126,0.0406,0.1339,-0.0238,0.0081,0.0285,-0.1904,0.0145,0.0592,1,still,11611553
0.9965,0.0334,0.1331,-0.0144,0.0146,0.0545,-0.1916,0.0090,0.0310,1,still,11611553
0.9845,0.0272,0.0795,-0.0099,0.0154,0.0545,-0.1904,0.0089,0.0287,1,still,11611553
1.0009,0.0285,0.0919,-0.0103,0.0154,0.0525,-0.1923,0.0095,0.0349,1,still,11611553
0.9924,0.0273,0.0919,-0.0079,0.0140,0.0480,-0.1895,0.0152,0.0624,1,still,11611553
1.0198,0.0527,0.1863,-0.0113,0.0134,0.0483,-0.1498,0.0757,0.2437,1,right,11611553
1.0409,0.0529,0.1632,-0.0228,0.0196,0.0664,-0.0948,0.1003,0.2457,1,right,11611553
1.0190,0.0688,0.2144,-0.0298,0.0239,0.0680,-0.0688,0.0891,0.2376,1,right,11611553
1.0133,0.0728,0.2144,-0.0241,0.0311,0.0935,-0.1066,0.1457,0.4491,1,right,11611553
0.9891,0.0539,0.2144,-0.0229,0.0328,0.0935,-0.1886,0.1685,0.4491,1,right,11611553
0.9719,0.0246,0.0840,-0.0195,0.0304,0.0935,-0.2333,0.1296,0.4161,1,right,11611553
0.9828,0.0177,0.0761,-0.0096,0.0234,0.0752,-0.2161,0.1451,0.3978,1,right,11611553
1.0022,0.0254,0.0895,-0.0130,0.0185,0.0705,-0.1604,0.1306,0.3918,1,right,11611553
1.0050,0.0273,0.0895,-0.0146,0.0139,0.0465,-0.1112,0.0677,0.2546,1,right,11611553
1.0023,0.0293,0.0948,-0.0064,0.0060,0.0233,-0.1021,0.0498,0.1575,1,still,11611553
1.0330,0.0763,0.3271,-0.0135,0.0254,0.1068,-0.1472,0.0606,0.2542,1,right,11611553
0.9342,0.3168,1.3350,-0.0351,0.0416,0.1376,-0.2556,0.2074,0.8345,0,still,11611553
0.6640,0.5303,1.5049,-0.0452,0.0527,0.1895,-0.4625,0.3646,0.9533,0,still,11611553
0.3732,0.5943,1.5439,-0.0365,0.0612,0.1895,-0.6856,0.3567,0.9484,0,still,11611553
0.0565,0.4301,1.5439,-0.0156,0.0669,0.1967,-0.8838,0.2329,0.7296,0,still,11611553
-0.1587,0.0679,0.2705,0.0133,0.0513,0.1967,-1.0027,0.0275,0.1198,0,still,11611553
-0.1964,0.0300,0.0943,0.0316,0.0091,0.0365,-1.0061,0.0141,0.0660,0,still,11611553
-0.1981,0.0339,0.0973,0.0275,0.0114,0.0366,-1.0108,0.0122,0.0448,0,still,11611553
-0.2142,0.0250,0.0973,0.0208,0.0086,0.0261,-1.0105,0.0121,0.0448,0,still,11611553
-0.2174,0.0255,0.0973,0.0189,0.0067,0.0251,-1.0065,0.0133,0.0453,0,still,11611553
-0.2187,0.0257,0.1056,0.0161,0.0049,0.0175,-1.0053,0.0130,0.0453,0,still,11611553
-0.2268,0.0166,0.0601,0.0177,0.0056,0.0194,-0.9989,0.0034,0.0144,0,still,11611553
-0.2287,0.0169,0.0601,0.0169,0.0063,0.0246,-1.0014,0.0060,0.0233,0,still,11611553
-0.2313,0.0176,0.0601,0.0158,0.0057,0.0246,-1.0024,0.0055,0.0207,0,still,11611553
-0.2341,0.0155,0.0601,0.0167,0.0056,0.0246,-1.0027,0.0055,0.0207,0,still,11611553
-0.2406,0.0110,0.0416,0.0154,0.0046,0.0179,-1.0024,0.0058,0.0207,0,still,11611553
-0.2440,0.0080,0.0320,0.0157,0.0032,0.0116,-0.9994,0.0037,0.0122,0,still,11611553
-0.2473,0.0074,0.0250,0.0146,0.0034,0.0121,-0.9992,0.0041,0.0149,0,still,11611553
-0.2506,0.0063,0.0243,0.0142,0.0029,0.0097,-0.9977,0.0050,0.0176,0,still,11611553
-0.2500,0.0054,0.0210,0.0139,0.0023,0.0092,-0.9997,0.0073,0.0275,0,still,11611553
-0.2540,0.0118,0.0566,0.0135,0.0038,0.0162,-1.0001,0.0085,0.0352,0,still,11611553
-0.2036,0.2134,1.0308,-0.0129,0.0842,0.3404,-1.0131,0.0735,0.3566,1,still,11611553
0.0710,0.4946,1.3097,-0.0221,0.0896,0.3404,-0.8744,0.2753,0.9529,1,still,11611553
0.3594,0.5562,1.3526,-0.0030,0.1031,0.3881,-0.6185,0.4534,1.3274,1,still,11611553
0.6917,0.4790,1.5328,0.0098,0.1073,0.3881,-0.3686,0.4500,1.3274,1,still,11611553
0.9660,0.0972,0.2867,0.0414,0.0554,0.2651,-0.1102,0.2109,0.8410,1,still,11611553
1.0042,0.0670,0.2170,0.0563,0.0255,0.0805,-0.0076,0.0445,0.2120,1,still,11611553
1.0335,0.0340,0.1201,0.0393,0.0161,0.0662,-0.0340,0.0378,0.1362,1,still,11611553
1.0164,0.0218,0.0712,0.0307,0.0132,0.0594,-0.0698,0.0553,0.2006,1,right,11611553
0.9887,0.0602,0.2760,0.0063,0.0928,0.4278,-0.2547,0.3429,1.1825,1,right,11611553
0.9479,0.1050,0.3596,-0.0555,0.1402,0.4669,-0.3137,0.4100,1.5346,1,right,11611553
0.9417,0.1050,0.4135,-0.0709,0.1341,0.4669,-0.2250,0.4813,1.5346,1,right,11611553
0.9743,0.1347,0.4847,-0.0761,0.1302,0.4669,-0.1780,0.4995,1.5346,1,right,11611553
1.0095,0.1295,0.4847,-0.0691,0.1026,0.3748,-0.0500,0.3460,1.3852,1,right,11611553
1.0409,0.0755,0.2203,-0.0326,0.0274,0.0911,-0.0622,0.2417,0.6508,1,right,11611553
1.0302,0.0791,0.2203,-0.0384,0.0297,0.0911,-0.1969,0.1560,0.5183,1,right,11611553
0.9962,0.0527,0.1802,-0.0538,0.0122,0.0448,-0.2669,0.0369,0.1322,1,right,11611553
0.9789,0.0271,0.0846,-0.0576,0.0060,0.0221,-0.2613,0.0357,0.1078,1,still,11611553
0.9881,0.0225,0.0808,-0.0556,0.0050,0.0177,-0.2409,0.0213,0.0720,1,still,11611553
1.0027,0.0110,0.0503,-0.0544,0.0043,0.0181,-0.2223,0.0226,0.0992,1,still,11611553
1.0203,0.0279,0.0797,-0.0598,0.0103,0.0337,-0.1611,0.1077,0.3396,1,right,11611553
0.9990,0.0671,0.2467,-0.0811,0.0364,0.1183,-0.1601,0.1456,0.6077,1,right,11611553
0.9615,0.0963,0.2564,-0.0914,0.0365,0.1167,-0.2954,0.3099,0.9274,1,right,11611553
0.9421,0.0931,0.2564,-0.0928,0.0352,0.1130,-0.3974,0.3303,0.9274,1,right,11611553
0.8842,0.0666,0.2301,-0.0937,0.0362,0.1135,-0.5142,0.2319,0.8775,1,right,11611553
0.8573,0.0538,0.1692,-0.0694,0.0412,0.1930,-0.6068,0.1240,0.4003,1,right,11611553
0.7114,0.3015,1.0551,-0.0299,0.0649,0.2096,-0.6396,0.1874,0.6938,0,still,11611553
0.4199,0.4648,1.1094,-0.0186,0.0624,0.2096,-0.7566,0.2591,0.6938,0,still,11611553
0.1526,0.4575,1.1077,-0.0024,0.0511,0.2096,-0.8981,0.2057,0.5514,0,still,11611553
-0.1060,0.2610,0.9751,0.0035,0.0369,0.1219,-1.0020,0.1036,0.4312,0,still,11611553
-0.2258,0.0290,0.1217,-0.0155,0.0072,0.0318,-1.0268,0.0315,0.1181,0,still,11611553
-0.2203,0.0188,0.0704,-0.0145,0.0043,0.0140,-1.0096,0.0113,0.0404,0,still,11611553
-0.2161,0.0139,0.0540,-0.0152,0.0041,0.0140,-1.0072,0.0089,0.0305,0,still,11611553
-0.2120,0.0124,0.0672,-0.0129,0.0058,0.0190,-1.0065,0.0075,0.0288,0,still,11611553
-0.2067,0.0139,0.0518,-0.0114,0.0060,0.0190,-1.0062,0.0077,0.0273,0,still,11611553
-0.2026,0.0188,0.0633,-0.0177,0.0145,0.0546,-1.0104,0.0184,0.0797,0,still,11611553
-0.1934,0.0244,0.1033,-0.0158,0.0177,0.0617,-1.0198,0.0293,0.0896,0,still,11611553
-0.1561,0.0624,0.1738,-0.0135,0.0193,0.0619,-1.0132,0.0348,0.1162,0,still,11611553
-0.1321,0.0622,0.1738,-0.0196,0.0207,0.0619,-1.0224,0.0382,0.1162,0,still,11611553
-0.1090,0.0545,0.1641,-0.0157,0.0172,0.0494,-1.0255,0.0383,0.1162,0,still,11611553
-0.0636,0.0546,0.2515,0.0034,0.0496,0.1774,-0.9234,0.2118,0.8299,0,still,11611553
-0.0365,0.0990,0.3441,-0.0754,0.1871,0.7507,-0.8154,0.3077,0.8956,0,still,11611553
-0.1477,0.2470,0.7402,-0.2482,0.3315,0.8942,-0.9454,0.4585,1.5646,0,still,11611553
-0.1935,0.2621,0.7402,-0.3926,0.3295,0.8942,-0.9485,0.4675,1.5646,0,still,11611553
-0.1840,0.2686,0.7402,-0.5063,0.2054,0.7872,-0.9728,0.4340,1.5646,0,still,11611553
-0.2210,0.2362,0.6530,-0.5471,0.1338,0.3982,-1.0840,0.3230,1.0454,0,still,11611553
-0.1081,0.1444,0.5833,-0.4877,0.0858,0.3185,-0.9295,0.1503,0.6225,0,still,11611553
-0.0485,0.0666,0.2376,-0.4592,0.0480,0.1514,-0.8898,0.0998,0.3249,0,still,11611553
-0.0711,0.0429,0.1835,-0.4945,0.0292,0.1195,-0.9342,0.0470,0.1470,0,still,11611553
-0.0693,0.0232,0.0813,-0.5100,0.0270,0.0858,-0.9049,0.0322,0.1322,0,still,11611553
-0.0700,0.0227,0.0620,-0.5274,0.0267,0.0927,-0.8849,0.0236,0.0697,0,still,11611553
-0.0782,0.0184,0.0515,-0.5466,0.0151,0.0540,-0.8766,0.0253,0.0747,0,still,11611553
-0.0854,0.0110,0.0367,-0.5605,0.0178,0.0586,-0.8612,0.0078,0.0332,0,still,11611553
