meanAx,sdAx,rangeAx,meanAy,sdAy,rangeAy,meanAz,sdAz,rangeAz,meanGx,sdGx,rangeGx,meanGy,sdGy,rangeGy,meanGz,sdGz,rangeGz,label,studentId
0.8351,0.1918,0.8408,0.3881,0.0411,0.1702,-0.404,0.1319,-0.3252,77.002,51.4855,-171.2646,-189.9414,137.6623,-389.5264,28.6214,31.2514,-95.3369,up,11804106
0.9171,0.2875,1.1683,0.4845,0.0767,0.3273,-0.2159,0.1382,-0.5315,59.3343,55.4704,-163.4521,-202.4089,183.1601,-452.7588,3.6336,25.4914,-94.7266,up,11804106
0.8939,0.3111,0.9635,0.258,0.086,0.3445,-0.4027,0.1121,-0.3782,55.3752,52.224,-142.5171,-224.6867,132.5565,-353.0273,45.9106,64.9907,-186.3403,up,11804106
0.8737,0.2555,0.9172,0.3741,0.0708,0.2537,-0.394,0.1216,-0.4044,51.0864,31.4504,-114.3799,-231.1971,145.4191,-377.2583,44.8893,47.1981,-142.334,up,11804106
0.9007,0.1994,0.7939,0.4266,0.0376,0.1267,-0.3568,0.1327,-0.3823,74.6663,53.117,-153.9307,-185.4411,149.4738,-396.3623,21.0978,26.5682,-81.4209,up,11804106
0.7749,0.2699,0.9337,0.3272,0.1127,0.4161,-0.4532,0.088,-0.2695,57.6253,54.8699,-203.0029,-183.3374,118.3204,-315.2466,-16.9189,39.154,-134.2773,up,11804106
0.8705,0.1957,0.7985,0.2939,0.1104,0.4974,-0.4042,0.1094,-0.3433,51.7944,52.774,-137.6953,-160.5998,135.9794,-342.8345,7.2469,32.1797,-107.0557,up,11804106
1.0066,0.3127,1.2134,0.3149,0.1357,0.4764,-0.2694,0.1951,-0.5712,18.1641,22.8872,-73.9136,-266.9189,187.9686,-495.3003,34.8551,71.8263,-251.2817,up,11804106
1.0367,0.2553,0.9814,0.1609,0.0532,0.1973,-0.168,0.1915,-0.5321,21.8913,45.0801,-136.9629,-265.1733,87.847,-298.2178,75.1668,36.4173,-128.1128,up,11804106
0.6507,0.2962,0.8537,0.2527,0.1262,0.4164,-0.5197,0.2714,-0.727,85.437,70.9819,-203.125,-159.493,49.7154,-181.2744,-98.3724,70.3138,-237.793,up,11804106
0.5084,0.3242,0.9265,0.0174,0.0667,0.2512,-0.7143,0.1776,-0.5438,42.8223,26.7642,-106.7505,-195.1619,77.6989,-249.6948,-13.5417,52.7156,-188.0493,up,11804106
0.6896,0.2766,0.7473,0.1239,0.0267,0.1061,-0.638,0.1598,-0.4371,40.2588,41.87,-119.812,-157.3364,94.5725,-287.1094,-9.0495,15.8356,-57.1289,up,11804106
0.6327,0.2593,0.7421,0.0634,0.0695,0.2534,-0.545,0.2084,-0.5578,69.1203,30.1914,-108.5205,-171.5088,42.3413,-146.3013,-21.9116,15.8644,-63.5376,up,11804106
0.746,0.2076,0.7018,0.029,0.0671,0.1958,-0.4351,0.1577,-0.6249,27.6815,22.8586,-77.6978,-180.8838,111.4093,-313.6597,6.1971,35.5935,-119.9341,up,11804106
0.6716,0.2965,0.8463,-0.1196,0.0819,0.2773,-0.6226,0.2575,-0.6607,36.9995,48.0441,-155.7617,-210.7991,92.696,-309.6313,-40.8366,59.1163,-204.3457,up,11804106
0.5868,0.2259,0.6168,-0.018,0.0356,0.1353,-0.6724,0.1085,-0.311,4.8584,12.9436,-41.626,-147.0947,48.5398,-138.9771,-8.1095,20.3231,-65.6738,up,11804106
0.7657,0.3186,0.96,0.013,0.0735,0.2806,-0.3713,0.2441,-0.6433,14.2497,14.8515,-46.2646,-211.4176,75.1605,-252.5635,-58.8542,25.3462,-77.6978,up,11804106
0.6984,0.2262,0.7426,0.0338,0.044,0.1506,-0.5199,0.1735,-0.4479,43.3797,28.6668,-107.4829,-161.2345,70.8327,-213.1958,-23.0347,29.181,-91.7358,up,11804106
0.6258,0.2602,0.7416,-0.0622,0.0591,0.1907,-0.6522,0.2292,-0.6467,17.0003,60.7337,-212.8906,-198.7752,60.9803,-182.6782,-9.021,23.8432,-85.3882,up,11804106
0.7899,0.2906,0.8633,-0.005,0.0469,0.1674,-0.3798,0.2108,-0.5975,37.8906,42.3799,-121.9482,-211.7839,103.6809,-310.9741,9.8796,7.9951,-29.3579,up,11804106
0.7865,0.1539,0.5715,0.0635,0.076,0.2964,-0.5038,0.1694,-0.4805,49.3042,79.2102,-264.2822,-145.7113,121.7537,-376.5259,8.4188,25.5832,-84.6558,up,11804106
0.7518,0.2921,0.8792,-0.1083,0.0912,0.316,-0.4443,0.337,-0.8916,27.7873,36.9861,-151.3672,-247.6888,133.2578,-435.3027,-38.1388,68.883,-236.9385,up,11804106
0.7664,0.3007,0.8787,-0.0215,0.0447,0.1481,-0.4789,0.2565,-0.6936,37.4878,26.8341,-82.8247,-217.1346,106.5487,-330.0781,2.2013,22.7739,-88.562,up,11804106
0.8131,0.2684,0.8437,0.041,0.0622,0.2253,-0.2894,0.297,-0.7854,54.6143,54.2432,-158.1421,-228.5604,148.8388,-405.4565,-17.5456,34.0545,-137.2681,up,11804106
0.7991,0.3049,0.8643,-0.0143,0.146,0.4508,-0.2727,0.3686,-0.9558,12.5366,39.6031,-120.2393,-239.8926,138.7789,-400.4517,55.9814,71.406,-208.0688,up,11804106
0.6951,0.3382,1.004,0.1217,0.0567,0.1545,-0.4787,0.408,-1.222,-54.4067,70.1177,-210.144,-271.1873,86.6752,-291.687,25.1261,19.4753,-78.7354,up,11804106
0.7023,0.3089,0.9098,-0.1349,0.0593,0.217,-0.3713,0.4425,-1.2582,-19.8405,89.1751,-277.1606,-260.2132,83.1978,-268.3105,99.8698,48.6387,-165.2832,up,11804106
0.8623,0.2834,0.8844,0.0848,0.1652,0.4675,-0.0283,0.3603,-1.02,-121.0612,64.097,-195.1904,-249.174,101.1015,-318.7256,111.7594,66.7202,-224.7314,up,11804106
0.8198,0.3795,1.1126,0.2076,0.1059,0.3381,-0.2831,0.3845,-0.9889,-42.8345,93.4915,-326.9043,-261.7472,106.166,-347.229,67.391,70.5593,-215.0879,up,11804106
0.8992,0.3685,1.1441,0.1797,0.0599,0.1652,-0.0845,0.253,-0.8625,7.3853,39.764,-153.5645,-262.1623,161.8538,-439.9414,36.7757,39.0772,-113.2202,up,11804106
0.8614,0.2755,0.8669,0.2186,0.0738,0.2195,-0.1146,0.308,-0.9141,21.167,38.5134,-155.3955,-238.9079,196.4935,-519.8364,25.6144,33.3443,-123.291,up,11804106
0.7696,0.2579,0.84,0.1409,0.0872,0.2537,-0.3703,0.3994,-0.9958,26.7741,65.3363,-193.8477,-251.6317,126.3288,-370.1782,22.0174,54.8122,-187.1338,up,11804106
0.6886,0.3574,0.9705,0.1971,0.0722,0.2221,-0.1581,0.5165,-1.2949,27.828,78.2854,-251.4038,-303.6825,163.4141,-515.564,38.0371,53.6217,-146.6675,up,11804106
0.7241,0.3307,0.9442,0.0088,0.0817,0.2278,-0.4418,0.3991,-1.0581,26.9613,21.5963,-78.6743,-259.4482,117.4283,-361.5723,27.9175,23.2503,-80.5664,up,11804106
0.7685,0.2933,0.8337,0.0845,0.1139,0.291,-0.2377,0.4403,-1.0936,35.6649,68.1357,-201.7822,-279.069,157.2879,-473.8159,49.4222,33.0296,-93.0786,up,11804106
0.818,0.2786,0.8814,0.1709,0.065,0.204,-0.3248,0.3162,-0.8347,-25.7772,24.5271,-75.5615,-238.1104,139.6795,-403.9917,29.2358,19.2676,-58.7769,up,11804106
0.861,0.3431,0.9769,0.1424,0.0849,0.2538,-0.1323,0.4943,-1.2415,-20.1335,85.3791,-313.4155,-267.0939,159.7529,-493.4082,60.0301,68.0866,-198.9136,up,11804106
0.8105,0.3298,0.9917,0.1221,0.0681,0.1917,-0.2796,0.3914,-1.0576,32.0597,52.5657,-167.9688,-256.2093,123.7551,-406.6162,37.9761,55.0111,-160.6445,up,11804106
0.8268,0.3165,0.9388,0.1729,0.1895,0.4925,-0.0743,0.4065,-1.1206,30.2856,101.5324,-357.666,-278.8289,168.9003,-502.6855,84.8307,57.9782,-187.6221,up,11804106
0.9773,0.3302,1.1884,-0.0317,0.0994,-0.3239,-0.2893,0.1928,-0.5718,26.8677,20.3494,-65.3687,-248.5514,119.0555,-362.7319,-5.7332,32.8068,-93.811,down,11804106
1.0006,0.3528,1.1423,-0.0416,0.0978,-0.3109,-0.2191,0.1543,-0.5557,3.9673,14.3209,-51.6968,-241.158,128.0685,-356.8115,-27.9134,20.6045,-67.3218,down,11804106
1.0135,0.3429,1.0582,-0.1374,0.0591,-0.1938,-0.1743,0.1746,-0.6047,29.2562,30.1,-95.2759,-219.5109,132.272,-389.8926,-22.2453,50.6517,-146.4233,down,11804106
0.8367,0.2914,1.0118,-0.0762,0.0617,-0.2159,-0.4098,0.2538,-0.762,33.1991,24.7062,-77.7588,-209.0373,47.8313,-171.4478,-8.9111,30.2119,-93.689,down,11804106
0.9908,0.3625,1.2793,-0.1585,0.157,-0.4819,-0.1647,0.1654,-0.5566,-29.7729,31.1223,-102.2339,-254.0242,123.0105,-353.6987,-44.9585,27.0127,-81.4209,down,11804106
0.824,0.4243,1.1667,-0.2092,0.1058,-0.3617,-0.2102,0.2931,-0.9403,-23.2544,18.1274,-54.9316,-258.7158,81.901,-268.9209,12.6994,26.3895,-88.501,down,11804106
0.9697,0.2857,0.932,-0.1134,0.1535,-0.5161,-0.2096,0.2751,-0.9543,-16.8864,24.1676,-84.8389,-264.6159,108.0708,-332.4585,-43.8843,41.961,-142.334,down,11804106
0.8385,0.4093,1.1111,-0.1944,0.0877,-0.3058,-0.2941,0.2806,-0.9859,15.1367,34.3459,-126.5869,-240.21,78.1179,-275.4517,-7.9671,23.9102,-91.2476,down,11804106
0.9467,0.3088,1.126,-0.1873,0.0992,-0.374,-0.2196,0.2235,-0.756,-31.4657,26.3358,-94.5435,-257.3527,104.0259,-333.8013,-29.8381,19.9957,-73.2422,down,11804106
0.3805,0.1634,0.5392,0.0909,0.0647,-0.1879,-0.8435,0.1919,-0.6893,-0.6104,17.3915,-47.5464,-137.1948,71.464,-236.8164,-14.8804,12.89,-45.0439,down,11804106
0.2257,0.0776,0.2677,0.1068,0.0223,-0.0753,-0.9533,0.0445,-0.1861,4.598,6.0508,-22.583,-52.4821,44.8316,-147.2168,-9.672,15.1321,-50.1709,down,11804106
0.6756,0.2639,0.756,-0.0864,0.0862,-0.2793,-0.5694,0.192,-0.6412,-15.8854,37.8089,-146.4844,-181.9295,68.5274,-199.4019,-37.2966,21.8162,-60.73,down,11804106
0.9067,0.2815,0.9282,-0.1383,0.0543,-0.1533,-0.3346,0.2492,-0.659,-20.3532,31.7948,-102.9663,-192.9036,134.7816,-355.957,9.1431,11.7361,-45.4712,down,11804106
0.784,0.3792,1.0452,-0.2515,0.0498,-0.2012,-0.4184,0.3441,-1.1044,-51.8677,53.8816,-154.9683,-221.9767,99.471,-305.2368,43.8721,27.6292,-101.6846,down,11804106
1.023,0.1987,0.7473,-0.1502,0.0628,-0.2435,-0.028,0.0999,-0.2808,-0.0936,28.3691,-122.9248,-157.5399,161.7425,-526.1841,16.4144,12.1459,-52.7954,down,11804106
0.8358,0.3221,0.9996,-0.2643,0.0405,-0.1329,-0.3545,0.3046,-0.8489,-29.366,28.6873,-80.2612,-238.9811,122.4643,-365.8447,3.8778,15.8034,-52.5513,down,11804106
0.8031,0.2674,0.7796,-0.0106,0.0266,-0.1124,-0.4839,0.3056,-0.9111,13.6434,38.6959,-122.6807,-217.4032,148.5628,-456.8481,-30.1107,24.0473,-84.7168,down,11804106
0.922,0.3137,0.9874,-0.1323,0.0538,-0.1854,-0.2787,0.2584,-0.8389,0.6795,40.4255,-144.7144,-239.209,152.646,-443.6035,-3.6296,54.5385,-174.4995,down,11804106
0.8481,0.3364,0.9535,-0.0336,0.0392,-0.1035,-0.3302,0.3092,-0.9553,1.9368,25.1884,-101.3184,-236.2874,93.8685,-287.2925,17.9362,16.5389,-57.251,down,11804106
0.561,0.3164,1.0075,-0.0534,0.1157,-0.4464,-0.6659,0.3889,-1.3795,-20.0236,88.035,-386.6577,-210.9009,131.6034,-468.689,11.2142,58.7529,-215.0269,down,11804106
0.8176,0.3399,1.0208,-0.0412,0.0509,-0.1675,-0.3835,0.3509,-1.055,29.0975,40.3782,-131.8359,-255.0374,120.1153,-369.0186,9.0332,37.5761,-113.7695,down,11804106
0.9231,0.2929,0.9881,-0.0311,0.048,-0.1797,-0.2378,0.2862,-0.9024,38.9282,46.5316,-148.9258,-244.1243,152.1233,-427.124,-0.0488,39.0096,-128.2349,down,11804106
0.6687,0.3591,0.951,-0.1258,0.0386,-0.1486,-0.4833,0.3372,-0.999,-8.0729,30.382,-105.4077,-244.1284,70.5287,-213.8062,34.9935,37.9684,-109.8633,down,11804106
0.8199,0.2837,0.8541,-0.1337,0.1082,-0.3109,-0.3781,0.1663,-0.524,-36.7188,30.6484,-93.75,-190.8162,99.5861,-289.2456,51.1434,44.558,-135.1929,down,11804106
0.8751,0.3616,0.968,-0.082,0.0632,-0.2108,-0.2257,0.3151,-1.0072,43.3879,48.0327,-149.9023,-272.2086,146.4807,-472.229,38.3016,43.0769,-171.7529,down,11804106
0.9615,0.2871,1.0091,-0.0424,0.0484,-0.1693,-0.202,0.3008,-0.8257,5.0496,24.8862,-82.5195,-240.446,134.547,-406.3721,24.6134,22.3723,-63.1714,down,11804106
0.8649,0.3151,0.9406,-0.1497,0.0353,-0.1058,-0.2778,0.2941,-0.86,4.6916,57.4404,-166.2598,-251.3306,126.1585,-362.6709,18.9331,34.4489,-116.394,down,11804106
0.8037,0.3343,1.0148,-0.1534,0.0591,-0.1888,-0.3066,0.3139,-0.9207,14.1479,47.808,-154.4189,-253.8411,84.2962,-263.0005,36.5641,39.5588,-122.3145,down,11804106
0.6615,0.3267,0.9584,-0.1858,0.0385,-0.1166,-0.5015,0.3672,-1.0076,-12.8662,32.6706,-117.4316,-239.4165,66.2557,-188.6597,6.9417,39.7844,-115.0513,down,11804106
0.8705,0.3113,0.882,-0.127,0.017,-0.0643,-0.2139,0.3403,-0.9545,-7.8206,72.1577,-250.0,-252.7751,132.1215,-402.0996,0.8097,14.9693,-56.7017,down,11804106
0.8067,0.343,0.9733,-0.107,0.0539,-0.1606,-0.2204,0.3985,-1.2234,19.7835,38.7977,-138.1836,-286.027,99.4156,-331.1157,12.5285,31.083,-88.0737,down,11804106
0.861,0.3077,0.9389,-0.1256,0.0611,-0.1907,-0.3146,0.3258,-0.9562,7.2835,46.7198,-160.3394,-242.7368,150.0869,-441.1621,26.7578,23.0523,-70.8008,down,11804106
0.7771,0.2742,0.8861,-0.0574,0.0563,-0.2264,-0.4637,0.4865,-1.4999,4.7445,61.2984,-200.1953,-300.8057,107.0034,-323.2422,20.7275,49.0456,-141.1133,down,11804106
0.7114,0.3419,0.8871,-0.1076,0.1151,-0.3011,-0.4502,0.3378,-0.9659,19.1243,58.032,-199.8291,-252.4699,82.7233,-292.1753,45.5973,44.6834,-143.2495,down,11804106
0.6895,0.2902,0.8284,-0.183,0.0669,-0.2241,-0.4816,0.3246,-0.9058,-11.5112,102.0837,-291.9922,-249.1414,97.7405,-294.3115,16.6423,37.0269,-122.1924,down,11804106
0.8595,0.3595,1.0289,-0.1365,0.0588,-0.1982,-0.2551,0.294,-0.8724,5.7007,46.82,-147.1558,-235.7625,128.5973,-376.2817,40.0228,18.1593,-63.5986,down,11804106
0.7179,0.3326,0.9678,-0.0939,0.051,-0.1716,-0.4037,0.3916,-1.1498,-29.0446,73.5633,-243.103,-277.3519,95.4491,-296.9971,4.4515,31.7815,-97.229,down,11804106
0.7203,0.3546,0.9323,-0.2602,0.1473,-0.5128,-0.479,0.3599,-1.038,13.4115,56.4004,-197.5708,-234.5907,126.6695,-409.3628,56.8156,48.5827,-187.6831,down,11804106
0.8191,0.3771,1.0098,-0.2043,0.0416,-0.1672,-0.3406,0.3011,-0.9194,-24.1984,36.327,-142.8223,-249.9146,118.5264,-367.7979,28.5238,12.2917,-45.8984,down,11804106
0.7934,0.3257,0.9221,-0.2536,0.0967,-0.339,-0.3651,0.2752,-0.8229,20.5648,37.5606,-135.5591,-221.8506,77.0581,-242.2485,71.2809,25.4101,-81.4819,down,11804106
0.604,0.3245,0.8927,-0.1788,0.0586,-0.2179,-0.6145,0.3217,-1.0265,-7.1574,27.6898,-120.1172,-214.2822,101.9646,-355.5298,35.4614,39.2603,-133.4839,down,11804106
0.8202,0.3373,0.9976,-0.191,0.0384,-0.1471,-0.2277,0.319,-0.9719,11.4217,25.2077,-85.022,-270.516,90.8302,-277.9541,0.057,32.5707,-119.0186,down,11804106
0.6955,0.3852,1.0236,-0.1879,0.0878,-0.2416,-0.4712,0.3676,-1.0732,26.7415,80.673,-224.0601,-242.0207,122.9849,-363.3423,60.673,56.9371,-180.9082,down,11804106
0.6922,0.3746,1.0436,-0.2325,0.0791,-0.2807,-0.4798,0.2913,-0.8119,9.375,21.4051,-77.1484,-224.707,81.2926,-246.582,29.9316,21.9769,-75.5615,down,11804106
0.5057,0.252,0.8696,-0.2345,0.0504,-0.1925,-0.6678,0.3061,-0.9848,3.1413,13.3503,-43.457,-206.2622,97.7966,-260.8032,33.6995,31.1512,-109.0088,down,11804106
0.7503,0.3503,0.948,-0.2987,0.0473,-0.1478,-0.3724,0.335,-0.9301,-0.7365,14.2958,-46.5088,-250.5005,81.8166,-257.9956,39.2131,23.7138,-63.6597,down,11804106
0.8392,0.2886,0.8837,-0.1052,0.0445,-0.1542,-0.2434,0.3759,-1.0537,45.0521,35.1631,-116.5161,-268.1478,115.0255,-337.3413,11.3363,76.5271,-250.4272,down,11804106
0.8232,0.3409,1.0389,-0.2419,0.1114,-0.3084,-0.3891,0.2857,-0.821,16.2231,19.301,-68.3594,-219.3319,70.6662,-236.084,76.4364,37.8286,-124.8779,down,11804106
0.9258,0.4111,1.1088,-0.123,0.0962,-0.2682,-0.2635,0.2469,-0.8224,-14.563,34.8564,-102.9663,-250.2034,144.005,-426.7578,37.7075,17.7536,-54.6265,down,11804106
0.8788,0.2586,0.907,-0.0533,0.0418,-0.1555,-0.2297,0.299,-0.9633,22.2616,40.0071,-172.7295,-246.7407,153.5077,-465.6372,27.9582,35.5155,-125.3052,down,11804106
0.7388,0.3028,0.8857,-0.3269,0.0704,-0.262,-0.3992,0.3667,-1.0446,29.598,55.044,-188.0493,-254.1667,74.2528,-249.0845,40.6047,54.0778,-183.3496,down,11804106
0.2359,0.0862,0.292,-0.2745,0.0784,-0.2947,-0.9736,0.0921,-0.2955,-3.5929,29.7101,-115.7227,-39.5793,22.9922,-102.1729,7.9753,12.8348,-53.5278,down,11804106
0.7881,0.3244,0.8765,-0.1989,0.0365,-0.1353,-0.2823,0.414,-1.1575,-28.1982,37.7773,-110.9619,-276.3021,119.9613,-393.0054,35.7747,37.3296,-134.2773,down,11804106
1.0008,0.2643,1.0627,0.1997,0.0713,0.2411,-0.1782,0.2708,0.7372,82.8898,68.6024,213.501,-275.708,144.0872,437.1338,-21.9889,37.0594,123.8403,push,11804106
0.9537,0.2186,0.7701,-0.072,0.0648,0.1968,-0.4033,0.2247,0.6823,39.3188,44.6594,180.9692,-232.9224,89.896,259.6436,33.6426,28.7912,104.6143,push,11804106
0.8984,0.2816,0.9658,0.0155,0.0426,0.1559,-0.3938,0.2044,0.6946,65.0431,39.6286,125.8545,-255.4525,105.6271,323.0591,6.9784,13.2647,55.4199,push,11804106
0.7697,0.2473,0.907,0.0637,0.0667,0.232,-0.5216,0.2718,0.7278,50.1343,37.5739,129.6997,-248.3846,37.2222,135.5591,10.0627,16.4927,66.7114,push,11804106
0.9523,0.2459,0.9644,-0.173,0.1205,0.4231,-0.2866,0.2753,1.0185,71.8465,20.3045,72.8149,-258.6426,80.1314,250.6714,35.6649,22.5802,74.8901,push,11804106
0.9486,0.2594,0.9473,-0.0707,0.0783,0.2552,-0.3486,0.2561,0.8432,47.9085,31.8928,107.0557,-285.8602,119.5477,375.4272,40.568,41.181,125.1221,push,11804106
0.9229,0.2824,0.9041,-0.0598,0.0743,0.2969,-0.3291,0.2308,0.8801,64.8234,42.1595,166.687,-275.1221,92.6159,311.4014,58.6426,44.6383,158.5693,push,11804106
0.9163,0.294,0.9952,-0.0145,0.0933,0.3824,-0.3233,0.2871,0.9481,71.8994,55.6804,188.8428,-256.7749,106.226,344.7266,-12.7523,18.5245,69.5801,push,11804106
0.9186,0.3115,0.9241,-0.0169,0.0472,0.1446,-0.3753,0.2117,0.8291,42.5985,40.5503,138.6719,-268.5587,120.5838,389.5874,-19.1447,21.5915,78.7964,push,11804106
0.9087,0.2748,0.8925,-0.0647,0.0637,0.2145,-0.4041,0.2025,0.7548,41.5365,33.332,116.0889,-253.2878,88.4071,304.7485,-9.4198,18.8246,60.9741,push,11804106
0.9028,0.3107,1.0324,-0.1103,0.0312,0.1097,-0.3813,0.1957,0.689,61.1532,45.607,148.3765,-252.1688,112.8188,347.229,-27.8687,17.7789,52.1851,push,11804106
0.9342,0.3586,1.1021,-0.0623,0.066,0.237,-0.3652,0.1983,0.6881,73.3521,47.6225,153.9917,-278.361,123.734,376.6479,-23.466,16.4479,56.7627,push,11804106
0.8708,0.3365,0.9529,-0.0319,0.0516,0.1703,-0.4677,0.2119,0.7286,56.8522,37.6979,111.6333,-285.1929,100.56,320.6787,-14.9536,16.9134,63.1714,push,11804106
0.9775,0.3205,0.9952,-0.0576,0.0778,0.2351,-0.3551,0.2129,0.8727,37.0199,36.334,94.7266,-268.8273,110.5349,351.9897,-33.6141,15.2946,49.3164,push,11804106
0.9832,0.2614,0.983,-0.1272,0.0499,0.2009,-0.3367,0.1924,0.6548,64.799,54.858,168.0908,-263.5172,109.0369,324.5239,-7.6904,19.2987,62.439,push,11804106
1.0472,0.2788,1.0013,-0.0896,0.0423,0.1555,-0.2072,0.1827,0.6122,51.5137,39.1511,133.4839,-266.4795,141.9497,402.0996,-29.6061,20.9717,58.4717,push,11804106
0.8967,0.3177,1.0397,-0.0959,0.0283,0.1096,-0.3713,0.1827,0.5659,84.8796,53.1722,181.5796,-272.4447,111.7096,350.647,-9.0454,39.773,120.9106,push,11804106
1.1015,0.3374,1.2881,-0.15,0.1468,0.5181,-0.1454,0.2363,0.7639,34.6842,67.8373,262.8784,-313.8265,189.2121,586.9751,21.4803,81.26,264.9536,push,11804106
1.1412,0.2662,1.0635,-0.0685,0.0818,0.3184,-0.0895,0.1901,0.5201,108.9844,95.747,298.4009,-287.6628,196.0117,510.498,37.3739,69.5734,183.5938,push,11804106
1.1231,0.2547,1.0562,0.0064,0.049,0.1678,-0.1123,0.2102,0.5864,82.2795,73.8742,206.9702,-277.596,187.0135,483.3374,10.734,40.3503,107.3608,push,11804106
1.1373,0.2553,1.0803,-0.0251,0.0587,0.2038,-0.1082,0.1699,0.5743,150.6063,124.2149,389.2822,-227.6937,164.8925,452.5757,35.4207,67.1996,193.4204,push,11804106
0.8736,0.3885,1.1841,-0.1172,0.0988,0.3431,-0.3903,0.2492,0.7904,65.8488,73.733,235.9619,-302.6571,96.0007,337.7075,-8.8745,31.0113,95.2759,push,11804106
0.8689,0.3703,1.0319,-0.1015,0.0452,0.1596,-0.4113,0.2342,0.697,73.3317,40.3737,145.5078,-291.0645,70.5818,262.5732,19.8242,42.114,149.292,push,11804106
1.013,0.3481,1.0412,-0.0972,0.0577,0.1949,-0.2391,0.2044,0.8279,68.4204,81.679,223.6328,-289.9088,121.2867,381.7139,12.028,34.6674,107.8491,push,11804106
1.0357,0.2965,1.0644,-0.0054,0.0736,0.2302,-0.258,0.2135,0.7401,42.0085,49.7909,158.5083,-259.6802,89.5505,299.6216,-40.4175,13.5095,54.3213,push,11804106
1.0937,0.2746,1.0295,-0.0452,0.074,0.2874,-0.2096,0.2124,0.6714,68.7256,53.5059,150.2075,-292.1997,175.8295,463.8062,-14.8763,25.6177,85.9985,push,11804106
0.9696,0.3413,1.0522,-0.0938,0.0869,0.2795,-0.3358,0.2185,0.7585,34.4442,49.3057,189.0259,-302.596,109.1952,377.7466,-9.6395,53.2087,155.9448,push,11804106
1.1419,0.2964,1.2082,-0.1075,0.0484,0.1446,-0.0948,0.2199,0.6176,64.5304,63.1736,236.145,-303.4383,185.568,539.6118,-7.7108,55.4846,176.2695,push,11804106
1.001,0.3545,1.1764,-0.032,0.054,0.166,-0.2986,0.2393,0.7756,53.3325,32.4887,114.7461,-291.4876,129.9195,396.4844,-5.4972,18.5284,68.6646,push,11804106
1.0439,0.2492,0.9243,-0.0874,0.042,0.1644,-0.2593,0.1823,0.5738,63.1632,56.989,190.1245,-273.5148,170.7295,490.8447,8.8053,35.8874,112.6099,push,11804106
1.0248,0.3134,1.1136,0.0294,0.1198,0.3823,-0.2096,0.2502,0.8107,85.2498,49.5183,151.6113,-304.0649,173.5217,468.0176,62.3779,56.0778,153.5034,push,11804106
0.9185,0.3834,1.2386,-0.0715,0.1388,0.4205,-0.3595,0.2624,0.8132,65.6616,65.4106,210.4492,-267.9159,153.175,486.7554,13.2935,47.9307,163.8794,push,11804106
0.9747,0.2991,0.865,-0.1044,0.0905,0.3289,-0.3476,0.2103,0.6932,55.7536,50.3834,170.2881,-285.5143,72.9793,242.1265,-35.9578,28.2932,102.8442,push,11804106
1.062,0.3456,1.2217,-0.1482,0.1079,0.3849,-0.1851,0.1561,0.5209,72.5098,122.3838,477.9053,-266.0116,131.7943,393.3716,25.1831,59.9067,159.79,push,11804106
1.0218,0.3551,1.3723,-0.0022,0.1131,0.3573,-0.2907,0.2169,0.6217,41.3371,60.069,210.6323,-292.8101,168.9613,466.9189,-77.9582,40.7619,136.6577,push,11804106
1.0147,0.2916,1.0347,-0.177,0.0394,0.1234,-0.3139,0.1987,0.6715,49.2676,27.5754,92.8955,-269.3644,113.959,364.3188,21.6634,28.469,83.8623,push,11804106
1.048,0.2403,0.8508,-0.1025,0.0907,0.2656,-0.3442,0.1884,0.6245,19.755,48.3705,181.9458,-265.9953,106.8942,344.1162,-38.4277,10.7892,42.1143,push,11804106
1.0115,0.3828,1.1308,-0.2236,0.1358,0.4826,-0.3289,0.1929,0.6435,1.3753,130.8429,499.8779,-278.4749,126.308,409.9731,-32.3324,46.5722,164.7949,push,11804106
0.2663,0.0685,0.2906,-0.4478,0.1059,0.35,-0.8874,0.0912,-0.3447,23.9705,87.9754,-304.8706,-21.0531,32.5295,-140.4419,-0.9725,42.1156,-139.0381,right,11611553
0.9055,0.2807,1.0003,0.0866,0.0597,0.2261,-0.1778,0.1802,-0.6813,35.498,40.3968,-128.6621,-256.9377,172.8009,-573.0591,57.2144,45.3477,-144.2871,right,11611553
0.9653,0.1883,0.7652,0.1955,0.0801,0.2907,-0.1621,0.1756,-0.7032,46.1019,41.3384,-130.0659,-213.0168,195.4574,-607.666,54.4922,46.7434,-143.9209,right,11611553
0.9683,0.2109,0.8591,0.1727,0.0661,0.2334,-0.1905,0.1608,-0.6064,47.6685,45.8164,-141.4185,-215.7593,235.366,-674.1943,59.5256,59.2903,-173.2788,right,11611553
0.9586,0.2532,1.0283,0.2378,0.0682,0.2767,-0.1117,0.14,-0.5524,39.7339,57.958,-178.9551,-232.076,288.3963,-772.3999,75.7039,90.9537,-241.333,right,11611553
0.9324,0.2236,0.8594,0.1959,0.0472,0.1786,-0.1799,0.0995,-0.4236,42.7409,51.55,-167.2363,-244.873,261.5305,-723.999,68.9657,79.4111,-235.8398,right,11611553
0.9491,0.2865,1.0605,0.121,0.0685,0.2568,-0.2665,0.1531,-0.584,44.2464,54.006,-150.3906,-217.5781,236.6271,-616.5771,58.2113,67.612,-171.6919,right,11611553
0.9119,0.2391,0.8483,0.1572,0.1055,0.3729,-0.3344,0.1912,-0.6443,57.6335,49.3083,-141.9067,-222.4813,171.7504,-474.3652,57.7515,43.7427,-131.0425,right,11611553
